,Unnamed: 0,DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Weapon Used Code,Weapon Description,Status Code,Status Description,Crime Code 1,Crime Code 2,Crime Code 3,Crime Code 4,Address,Cross Street,Location 
86215,1238359,160322530,2016-10-04,2016-07-01,5,3,Southwest,393,354,THEFT OF IDENTITY,1202 1822,72.0,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,3100 W  VERNON                       AV,,"(34.0074, -118.329)"
118058,974221,142013937,2014-07-28,2014-07-25,1630,20,Olympic,2024,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344,47.0,F,H,719.0,MEDICAL/DENTAL OFFICES,,,IC,Invest Cont,341.0,,,,3500    WILSHIRE                     BL,,"(34.0618, -118.3004)"
98533,1237826,160321586,2016-09-21,2016-09-21,1630,3,Southwest,357,624,BATTERY - SIMPLE ASSAULT,1202 0444 0429 0416 0417,71.0,M,A,708.0,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624.0,,,,1300 W  JEFFERSON                    BL,,"(34.0255, -118.2948)"
62156,631570,121314680,2012-06-29,2012-06-29,1,13,Newton,1343,310,BURGLARY,0344 0358 1609,56.0,M,O,202.0,LIQUOR STORE,,,AA,Adult Arrest,310.0,,,,800 E  JEFFERSON                    BL,,"(34.0146, -118.2634)"
10620,946712,141715010,2014-09-12,2014-09-12,2300,17,Devonshire,1792,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 0401 2000 1814,21.0,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,8500    OAKDALE                      AV,,"(34.2246, -118.5667)"
3850,1304642,161017027,2016-10-16,2016-10-15,1400,10,West Valley,1045,330,BURGLARY FROM VEHICLE,1609 0351 1420 1414 0344,33.0,M,H,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,5500    LINDLEY                      AV,,"(34.1713, -118.5273)"
23565,691076,121916815,2012-08-06,2012-08-04,2145,19,Mission,1916,624,BATTERY - SIMPLE ASSAULT,0429 0444 2000,35.0,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,13800    HUBBARD                      ST,,"(34.3048, -118.4333)"
19749,423444,111217775,2011-07-09,2011-07-08,2300,12,77th Street,1203,330,BURGLARY FROM VEHICLE,0344 0352 0377 1210 1607,29.0,F,B,101.0,STREET,,,IC,Invest Cont,330.0,,,,51ST                         ST,WESTERN                      AV,"(33.997, -118.3089)"
7345,232803,100323013,2010-09-30,2010-09-14,1200,3,Southwest,356,354,THEFT OF IDENTITY,0377,22.0,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,1500 W  36TH                         ST,,"(34.0228, -118.3031)"
155971,607044,121111061,2012-05-15,2012-05-10,730,11,Northeast,1117,762,LEWD CONDUCT,0529,32.0,F,O,721.0,HIGH SCHOOL,,,IC,Invest Cont,762.0,,,,YOSEMITE                     DR,LA RODA                      AV,"(34.1335, -118.2065)"
48154,1131385,151425382,2015-09-27,2015-09-27,830,14,Pacific,1453,220,ATTEMPTED ROBBERY,1218 1501,58.0,M,W,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,220.0,,,,GLENCOE,MAXELLA,"(33.9873, -118.4403)"
137151,459221,111600559,2011-01-29,2011-01-29,2250,16,Foothill,1663,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329 1300 1414 2000,21.0,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,998.0,,,12000    SHELDON                      ST,,"(34.2393, -118.3938)"
116147,696964,122008217,2012-03-19,2012-03-18,2000,20,Olympic,2029,510,VEHICLE - STOLEN,,11.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,3100    GENEVA                       ST,,"(34.0677, -118.2844)"
44139,785292,132020130,2013-12-09,2013-12-08,800,20,Olympic,2036,900,VIOLATION OF COURT ORDER,0602 0913 1813,53.0,M,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,900.0,,,,600 S  NEW HAMPSHIRE                AV,,"(34.0608, -118.2929)"
155304,686112,121905906,2012-02-02,2012-01-31,2313,19,Mission,1991,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344,66.0,M,B,707.0,GARAGE/CARPORT,,,IC,Invest Cont,341.0,,,,15300    LANARK                       ST,,"(34.2181, -118.4664)"
101469,1213999,160118278,2016-07-04,2016-07-04,1400,1,Central,138,330,BURGLARY FROM VEHICLE,0344 1300 1606,21.0,M,B,101.0,STREET,,,IC,Invest Cont,330.0,,,,3RD,WALL,"(34.048, -118.2438)"
65798,663777,121617310,2012-10-27,2012-10-27,2000,16,Foothill,1684,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 2000,38.0,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,11700    STRATHERN                    ST,,"(34.2157, -118.3878)"
141825,1444486,170314222,2017-06-03,2017-06-02,1000,3,Southwest,397,510,VEHICLE - STOLEN,,16.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,1300 W  41ST                         ST,,"(34.0091, -118.298)"
148918,427463,111225275,2011-10-25,2011-10-23,2345,12,77th Street,1283,330,BURGLARY FROM VEHICLE,0344 1601 1822,50.0,M,B,104.0,DRIVEWAY,,,IC,Invest Cont,330.0,,,,1500 W  96TH                         ST,,"(33.9487, -118.3025)"
156373,1457875,170612108,2017-05-15,2017-05-12,1730,6,Hollywood,667,888,TRESPASSING,1501,16.0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,888.0,,,,5900    SANTA MONICA                 BL,,"(34.0944, -118.319)"
68991,1151478,151615383,2015-10-27,2015-10-27,1530,16,Foothill,1608,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1202 0416,78.0,M,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,11400    CASSARA                      AV,,"(34.2781, -118.3601)"
99705,63347,130811350,2013-07-06,2013-07-06,1220,8,West LA,839,330,BURGLARY FROM VEHICLE,0344,47.0,F,W,707.0,GARAGE/CARPORT,,,IC,Invest Cont,330.0,,,,10200    SANTA MONICA                 BL,,"(34.0605, -118.4193)"
12077,777709,131925149,2013-12-27,2013-12-25,630,19,Mission,1962,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344,34.0,F,B,101.0,STREET,,,IC,Invest Cont,341.0,,,,9100    LEMONA                       AV,,"(34.2355, -118.4589)"
140541,80229,101004314,2010-01-06,2010-01-06,1125,10,West Valley,1025,310,BURGLARY,0344 1609,58.0,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,17900    VANOWEN                      ST,,"(34.1939, -118.523)"
111191,779994,132008961,2013-04-15,2013-04-15,1145,20,Olympic,2034,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0605 1309 0416 1251,25.0,M,K,101.0,STREET,307.0,VEHICLE,IC,Invest Cont,230.0,,,,KINGSLEY                     DR,WILSHIRE                     BL,"(34.0617, -118.3031)"
152655,1004420,150126643,2015-12-01,2015-11-24,1359,1,Central,152,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,,F,H,738.0,LIBRARY,,,IC,Invest Cont,440.0,,,,600 W  5TH                          ST,,"(34.0502, -118.254)"
49889,1343478,161407175,2016-02-16,2016-02-14,2300,14,Pacific,1406,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1606,39.0,F,H,108.0,PARKING LOT,,,IC,Invest Cont,420.0,,,,3700    MENTONE                      AV,,"(34.0222, -118.4068)"
154455,629931,121310995,2012-04-25,2012-04-25,800,13,Newton,1321,888,TRESPASSING,,11.0,M,H,721.0,HIGH SCHOOL,,,IC,Invest Cont,888.0,,,,1900 S  LOS ANGELES                  ST,,"(34.0306, -118.2635)"
1131,691689,121918140,2012-08-27,2012-08-12,1700,19,Mission,1977,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329,,M,O,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,13400    BRACKEN                      ST,,"(34.2338, -118.4245)"
3896,668768,121711332,2012-05-17,2012-05-17,420,17,Devonshire,1782,330,BURGLARY FROM VEHICLE,1822 0344,47.0,M,H,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,19300    LONDELIUS                    ST,,"(34.2299, -118.5536)"
135775,321686,110101402,2011-12-17,2011-12-17,1220,1,Central,158,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0411 1218 2004,37.0,M,H,101.0,STREET,207.0,OTHER KNIFE,AA,Adult Arrest,230.0,,,,600    GLADYS                       AV,,"(34.0403, -118.2421)"
120477,997506,150108460,2015-03-11,2015-03-10,1500,1,Central,185,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0334 1802,41.0,M,H,203.0,OTHER BUSINESS,219.0,SCREWDRIVER,IC,Invest Cont,230.0,,,,300 E  9TH                          ST,,"(34.0401, -118.2533)"
109877,898609,141218945,2014-08-23,2014-08-22,2000,12,77th Street,1235,510,VEHICLE - STOLEN,,13.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,1400 W  59TH                         PL,,"(33.9867, -118.3002)"
82028,699185,122012992,2012-06-25,2012-06-23,600,20,Olympic,2054,440,THEFT PLAIN - PETTY ($950 & UNDER),0358 0344 1605,43.0,M,A,108.0,PARKING LOT,,,IC,Invest Cont,440.0,,,,3100 W  OLYMPIC                      BL,,"(34.0526, -118.3031)"
131223,603976,121104683,2012-01-15,2012-01-15,1405,11,Northeast,1151,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0400 0329 0339,21.0,M,H,101.0,STREET,,,IC,Invest Cont,745.0,,,,5000 W  SUNSET                       BL,,"(34.0981, -118.2983)"
67739,1249547,160417858,2016-11-20,2016-11-20,2220,4,Hollenbeck,408,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 1243 0444 0448 0400,29.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,4800    EDISON                       ST,,"(34.0887, -118.1809)"
98559,740244,131518820,2013-09-30,2013-09-25,1800,15,N Hollywood,1506,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,47.0,M,W,102.0,SIDEWALK,,,IC,Invest Cont,440.0,,,,7100    TUJUNGA                      AV,,"(34.1994, -118.379)"
128835,258853,100623742,2010-09-26,2010-09-26,30,6,Hollywood,647,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329,30.0,M,B,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,VAN NESS,SUNSET,"(34.0981, -118.3159)"
61495,162359,101801533,2010-11-26,2010-11-26,1700,18,Southeast,1823,624,BATTERY - SIMPLE ASSAULT,0416,31.0,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,200 E  COLDEN                       AV,,"(33.9492, -118.2717)"
116119,982195,142111367,2014-06-13,2014-06-12,1530,21,Topanga,2158,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,35.0,M,O,128.0,BUS STOP OR LAYOVER,,,AO,Adult Other,440.0,,,,CANOGA                       AV,VICTORY                      BL,"(34.1884, -118.5975)"
154506,1426457,170911667,2017-05-28,2016-01-01,1000,9,Van Nuys,919,354,THEFT OF IDENTITY,1822,31.0,M,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,13500    VANOWEN                      ST,,"(34.194, -118.4268)"
14145,245370,100506568,2010-02-20,2010-01-22,100,5,Harbor,585,354,THEFT OF IDENTITY,0930 1822,34.0,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,900 W  25TH                         ST,,"(33.7216, -118.2968)"
21744,819478,140318526,2014-08-27,2014-08-27,1545,3,Southwest,358,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1251,19.0,M,A,102.0,SIDEWALK,,,IC,Invest Cont,440.0,,,,3400    WATT                         WY,,"(34.0224, -118.2866)"
113623,1510782,171705672,2017-01-28,2017-01-28,2030,17,Devonshire,1785,624,BATTERY - SIMPLE ASSAULT,0400,44.0,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,CANBY                        AV,RAYEN                        AV,"(34.2319, -118.5349)"
87363,700709,122016053,2012-08-27,2012-08-26,150,20,Olympic,2023,624,BATTERY - SIMPLE ASSAULT,0429 0444 0447 0417 2000 0913 1814,30.0,F,K,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,624.0,,,,400 S  ARDMORE                      AV,,"(34.0672, -118.3016)"
27156,816377,140312927,2014-06-01,2014-04-27,800,3,Southwest,397,354,THEFT OF IDENTITY,1822,29.0,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,1000 W  42ND                         ST,,"(34.0073, -118.2915)"
45793,315235,102112063,2010-06-01,2010-05-29,100,21,Topanga,2157,250,"SHOTS FIRED AT MOVING VEHICLE, TRAIN OR AIRCRAFT",1100,,M,W,101.0,STREET,106.0,UNKNOWN FIREARM,IC,Invest Cont,250.0,,,,20500    OREY                         PL,,"(34.191, -118.5801)"
115580,43303,130519690,2013-12-27,2013-12-27,2215,5,Harbor,514,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416 1813,30.0,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,1200    WILMINGTON                   BL,,"(33.7864, -118.2747)"
40152,346297,110322834,2011-10-18,2011-10-18,2100,3,Southwest,361,624,BATTERY - SIMPLE ASSAULT,0400 2000,22.0,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,4000    STEVELY                      AV,,"(34.015, -118.3536)"
99333,1067419,150812871,2015-08-01,2015-08-01,1130,8,West LA,829,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1402 0329 1309 1310 0334 1300 0400,34.0,M,A,210.0,RESTAURANT/FAST FOOD,201.0,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,AO,Adult Other,230.0,998.0,,,10400    SANTA MONICA                 BL,,"(34.0581, -118.4236)"
51449,1381363,161720250,2016-11-27,2016-11-27,1725,17,Devonshire,1764,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,,X,X,405.0,CLOTHING STORE,,,IC,Invest Cont,442.0,,,,9300    TAMPA                        AV,,"(34.244, -118.5583)"
42093,410544,111111431,2011-05-19,2011-05-14,1800,11,Northeast,1151,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,32.0,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,745.0,,,,1500 N  ALEXANDRIA                   AV,,"(34.0981, -118.2983)"
143514,1141279,151517229,2015-08-27,2015-08-26,2100,15,N Hollywood,1503,510,VEHICLE - STOLEN,,14.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,12300    COVELLO                      ST,,"(34.2081, -118.4012)"
93592,255312,100612441,2010-04-30,2010-04-30,5,6,Hollywood,666,330,BURGLARY FROM VEHICLE,0329 0344 1307 1609,28.0,F,B,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,SUNSET                       BL,IVAR,"(34.098, -118.3287)"
148379,832895,140507400,2014-03-25,2014-03-21,900,5,Harbor,587,310,BURGLARY,0344 1607 0352,56.0,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,700 W  33RD                         ST,,"(33.7143, -118.2916)"
24573,318376,110905491,2011-01-31,2010-12-23,2100,9,Van Nuys,966,121,"RAPE, FORCIBLE",0513 0500 0527 1206 1219 1251 1300 1259 1501 1823,16.0,F,W,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121.0,,,,CHANDLER                     BL,WOODMAN                      AV,"(34.1686, -118.4312)"
48859,105440,101218053,2010-07-01,2010-06-30,1900,12,77th Street,1268,510,VEHICLE - STOLEN,,,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,200 W  83RD                         ST,,"(33.9642, -118.2761)"
89076,260810,100629859,2010-12-17,2010-12-17,145,6,Hollywood,636,624,BATTERY - SIMPLE ASSAULT,0342 0416,20.0,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,1800 N  CAHUENGA                     BL,,"(34.104, -118.3297)"
83581,637539,121408041,2012-02-26,2012-02-24,1847,14,Pacific,1485,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,51.0,F,B,404.0,DEPARTMENT STORE,,,IC,Invest Cont,440.0,,,,8600 S  SEPULVEDA                    BL,,"(33.9599, -118.3962)"
20034,1354503,161505688,2016-01-30,2016-01-19,1200,15,N Hollywood,1595,354,THEFT OF IDENTITY,1822,16.0,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,3200    BERRY                        DR,,"(34.1319, -118.382)"
43501,983097,142112987,2014-07-19,2014-07-19,1645,21,Topanga,2156,624,BATTERY - SIMPLE ASSAULT,0447,22.0,F,H,716.0,THEATRE/MOVIE,500.0,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,624.0,,,,21800    ERWIN                        ST,,"(34.1829, -118.603)"
33860,1022432,150318492,2015-08-18,2015-08-18,1235,3,Southwest,356,210,ROBBERY,0334 0432 0355 0906 0371 1202 1822,66.0,M,A,102.0,SIDEWALK,102.0,HAND GUN,IC,Invest Cont,210.0,,,,1600 W  36TH                         PL,,"(34.0219, -118.3061)"
138471,533106,120309576,2012-03-30,2012-03-30,1020,3,Southwest,392,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1813 1814 0408 0416,31.0,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236.0,,,,4900    ARLINGTON                    AV,,"(33.9988, -118.3181)"
112047,157064,101714702,2010-07-15,2010-07-14,1330,17,Devonshire,1767,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 2000,54.0,F,W,101.0,STREET,,,IC,Invest Cont,626.0,,,,UNKNOWN,UNKNOWN,"(34.2442, -118.5362)"
28416,1063046,150804939,2015-01-25,2015-01-24,1200,8,West LA,885,510,VEHICLE - STOLEN,,14.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,10600    AYRES                        AV,,"(34.0422, -118.4222)"
5330,47275,130616218,2013-06-23,2013-06-23,200,6,Hollywood,636,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,38.0,M,W,101.0,STREET,,,IC,Invest Cont,420.0,,,,HOLLYWOOD                    BL,WILCOX                       AV,"(34.1016, -118.331)"
70659,25347,130320536,2013-09-18,2013-09-18,1200,3,Southwest,321,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0344 0325,36.0,M,B,203.0,OTHER BUSINESS,,,AA,Adult Arrest,740.0,,,,LA CIENEGA,RODEO,"(34.0217, -118.3723)"
62547,834208,140509999,2014-05-28,2014-05-27,1500,5,Harbor,564,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,13.0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,400 W  6TH                          ST,,"(33.7388, -118.2857)"
114444,518045,120116332,2012-07-21,2012-07-21,430,1,Central,162,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1402 0329,72.0,M,H,203.0,OTHER BUSINESS,,,IC,Invest Cont,745.0,998.0,,,HILL                         ST,7TH                          ST,"(34.0445, -118.2558)"
86541,19403,130309531,2013-03-30,2013-03-30,745,3,Southwest,361,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1243 0447 1206 2002,57.0,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",221.0,GLASS,AO,Adult Other,626.0,,,,4000    NICOLET                      AV,,"(34.0146, -118.3512)"
153378,313431,102017314,2010-07-26,2010-07-26,920,20,Olympic,2083,210,ROBBERY,0209 0302 0322 0325 0337 0343 0354 0366 0378 0432,,M,W,206.0,TV/RADIO/APPLIANCE,101.0,REVOLVER,IC,Invest Cont,210.0,,,,1700 S  WESTERN                      AV,,"(34.0427, -118.309)"
64101,1165734,151809637,2015-04-24,2015-04-23,2310,18,Southeast,1862,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329 1307,32.0,M,B,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,300 W  118TH                        ST,,"(33.9265, -118.2782)"
63956,1231309,160309968,2016-04-01,2016-03-31,2330,3,Southwest,316,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,15.0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,HOBART,ADAMS,"(34.0327, -118.3078)"
18470,1417541,162109827,2016-05-07,2016-05-07,820,21,Topanga,2139,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,,M,W,403.0,DRUG STORE,,,IC,Invest Cont,442.0,,,,20100    SHERMAN                      WY,,"(34.2047, -118.5688)"
137927,1530856,172105467,2017-01-28,2017-01-28,205,21,Topanga,2185,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1241 0444 0429 0416 1206 2002,49.0,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,22000    COSTANSO                     ST,,"(34.1676, -118.6058)"
1074,473007,111715721,2011-08-16,2011-08-15,1830,17,Devonshire,1798,330,BURGLARY FROM VEHICLE,0344,48.0,M,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,16100    RAYEN                        ST,,"(34.232, -118.483)"
39385,1149717,151611903,2015-08-03,2015-08-01,1800,16,Foothill,1622,510,VEHICLE - STOLEN,,14.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,11100    TELFAIR                      AV,,"(34.2715, -118.434)"
84304,1044571,150520081,2015-12-30,2015-11-25,1200,5,Harbor,585,354,THEFT OF IDENTITY,0928 1822,24.0,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,700 W  24TH                         ST,,"(33.7224, -118.2924)"
19988,294620,101300604,2010-02-28,2010-02-28,155,13,Newton,1313,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1100 1309 1310 1402,24.0,M,H,101.0,STREET,106.0,UNKNOWN FIREARM,IC,Invest Cont,230.0,998.0,,,WASHINGTON                   BL,SAN PEDRO                    ST,"(34.0277, -118.2574)"
4816,1493829,171313613,2017-06-02,2017-06-01,900,13,Newton,1352,310,BURGLARY,0344,74.0,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,200 E  43RD                         ST,,"(34.0057, -118.2715)"
79429,910222,141318683,2014-09-24,2014-09-23,2000,13,Newton,1313,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1307,23.0,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745.0,,,,700 E  20TH                         ST,,"(34.0267, -118.258)"
81510,888795,141119974,2014-11-20,2014-11-06,1500,11,Northeast,1162,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",1501,51.0,F,O,203.0,OTHER BUSINESS,,,IC,Invest Cont,668.0,,,,4500    HOLLYWOOD                    BL,,"(34.099, -118.2884)"
141289,607258,121111559,2012-05-24,2012-05-22,2300,11,Northeast,1119,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,32.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,745.0,,,,1100    COLORADO                     BL,,"(34.1374, -118.1897)"
59114,1272866,160709587,2016-05-08,2016-05-08,1730,7,Wilshire,701,440,THEFT PLAIN - PETTY ($950 & UNDER),1501,28.0,F,W,101.0,STREET,,,IC,Invest Cont,440.0,,,,8400    WARING                       AV,,"(34.0854, -118.3732)"
120237,1036549,150505649,2015-02-06,2015-02-06,1855,5,Harbor,541,624,BATTERY - SIMPLE ASSAULT,0444 0429,47.0,M,W,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,PARK WESTERN,WESTERN,"(33.7522, -118.3089)"
117815,883704,141110248,2014-05-12,2014-05-12,200,11,Northeast,1119,510,VEHICLE - STOLEN,,13.0,,,104.0,DRIVEWAY,,,IC,Invest Cont,510.0,,,,1500    CHICKASAW                    AV,,"(34.1374, -118.1989)"
58890,796112,140108056,2014-03-02,2014-02-21,2145,1,Central,195,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1420,32.0,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440.0,,,,1800 S  MAIN                         ST,,"(34.0317, -118.2641)"
149665,1126874,151414249,2015-05-11,2015-05-09,700,14,Pacific,1406,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),0344 1300,35.0,M,H,108.0,PARKING LOT,,,IC,Invest Cont,331.0,,,,3600    KEYSTONE                     AV,,"(34.0238, -118.4095)"
88688,1081398,151000658,2015-03-29,2015-03-29,2020,10,West Valley,1001,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329,46.0,M,H,103.0,ALLEY,,,IC,Invest Cont,740.0,,,,19500    SATICOY                      ST,,"(34.2143, -118.5534)"
143633,482129,111814870,2011-07-10,2011-07-09,2300,18,Southeast,1802,510,VEHICLE - STOLEN,,10.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,88TH                         ST,BROADWAY                     AV,"(33.9574, -118.2782)"
